-- JAN
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00001', 1, '01-JAN-2020', '03-JAN-2020' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02652', 58, '03-JUL-2022', '05-JUL-2022' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02653', 59, '04-JUL-2022', '06-JUL-2022' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02654', 60, '04-JUL-2022', '06-JUL-2022' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02655', 61, '04-JUL-2022', '06-JUL-2022' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02656', 62, '05-JUL-2022', '07-JUL-2022' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02657', 63, '05-JUL-2022', '07-JUL-2022' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02658', 64, '05-JUL-2022', '07-JUL-2022' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02659', 65, '06-JUL-2022', '08-JUL-2022' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02660', 66, '06-JUL-2022', '08-JUL-2022' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02661', 67, '06-JUL-2022', '07-JUL-2022' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02662', 68, '07-JUL-2022', '09-JUL-2022' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02663', 69, '07-JUL-2022', '09-JUL-2022' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02664', 70, '07-JUL-2022', '09-JUL-2022' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02665', 71, '08-JUL-2022', '10-JUL-2022' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02666', 72, '08-JUL-2022', '10-JUL-2022' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02667', 73, '08-JUL-2022', '10-JUL-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02668', 74, '09-JUL-2022', '11-JUL-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02669', 75, '09-JUL-2022', '11-JUL-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02670', 76, '09-JUL-2022', '11-JUL-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02671', 77, '10-JUL-2022', '12-JUL-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02672', 78, '10-JUL-2022', '12-JUL-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02673', 79, '10-JUL-2022', '12-JUL-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02674', 80, '11-JUL-2022', '13-JUL-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02675', 81, '11-JUL-2022', '13-JUL-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02676', 82, '11-JUL-2022', '13-JUL-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02677', 83, '12-JUL-2022', '14-JUL-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02678', 84, '12-JUL-2022', '14-JUL-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02679', 85, '12-JUL-2022', '14-JUL-2022' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02680', 86, '13-JUL-2022', '15-JUL-2022' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02681', 87, '13-JUL-2022', '15-JUL-2022' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02682', 88, '13-JUL-2022', '15-JUL-2022' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02683', 89, '14-JUL-2022', '16-JUL-2022' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02684', 90, '14-JUL-2022', '16-JUL-2022' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02685', 91, '14-JUL-2022', '16-JUL-2022' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02686', 92, '15-JUL-2022', '17-JUL-2022' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02687', 93, '15-JUL-2022', '17-JUL-2022' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02688', 94, '15-JUL-2022', '17-JUL-2022' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02689', 95, '16-JUL-2022', '18-JUL-2022' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02690', 96, '16-JUL-2022', '18-JUL-2022' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02691', 97, '16-JUL-2022', '18-JUL-2022' , 5);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02692', 98, '17-JUL-2022', '19-JUL-2022' , 5);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02693', 99, '17-JUL-2022', '19-JUL-2022' , 5);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02694', 100, '17-JUL-2022', '19-JUL-2022' , 5);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02695', 1, '18-JUL-2022', '20-JUL-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02696', 2, '18-JUL-2022', '20-JUL-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02697', 3, '18-JUL-2022', '20-JUL-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02698', 4, '19-JUL-2022', '21-JUL-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02699', 5, '19-JUL-2022', '21-JUL-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02699', 101, '19-JUL-2022', '21-JUL-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02699', 103, '19-JUL-2022', '21-JUL-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02700', 6, '19-JUL-2022', '21-JUL-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02701', 7, '20-JUL-2022', '22-JUL-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02702', 8, '20-JUL-2022', '22-JUL-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02703', 9, '20-JUL-2022', '22-JUL-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02704', 10, '21-JUL-2022', '23-JUL-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02705', 11, '21-JUL-2022', '23-JUL-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02706', 12, '21-JUL-2022', '23-JUL-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02707', 13, '22-JUL-2022', '24-JUL-2022' , 4);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02708', 14, '22-JUL-2022', '24-JUL-2022' , 4);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02709', 15, '22-JUL-2022', '24-JUL-2022' , 4);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02710', 16, '23-JUL-2022', '25-JUL-2022' , 4);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02711', 17, '23-JUL-2022', '25-JUL-2022' , 4);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02712', 18, '24-JUL-2022', '26-JUL-2022' , 4);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02713', 19, '24-JUL-2022', '26-JUL-2022' , 4);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02714', 20, '25-JUL-2022', '27-JUL-2022' , 4);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02714', 104, '25-JUL-2022', '27-JUL-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02714', 105, '25-JUL-2022', '27-JUL-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02715', 21, '25-JUL-2022', '27-JUL-2022' , 4);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02716', 22, '26-JUL-2022', '28-JUL-2022' , 4);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02717', 23, '26-JUL-2022', '28-JUL-2022' , 4);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02718', 24, '27-JUL-2022', '29-JUL-2022' , 4);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02719', 25, '27-JUL-2022', '29-JUL-2022' , 2);





-- AUG
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02720', 26, '01-AUG-2022', '03-AUG-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02721', 27, '01-AUG-2022', '03-AUG-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02722', 28, '01-AUG-2022', '03-AUG-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02723', 29, '02-AUG-2022', '04-AUG-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02724', 30, '02-AUG-2022', '04-AUG-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02725', 31, '02-AUG-2022', '04-AUG-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02726', 32, '02-AUG-2022', '04-AUG-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02726', 105, '02-AUG-2022', '04-AUG-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02726', 107, '02-AUG-2022', '04-AUG-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02727', 33, '03-AUG-2022', '05-AUG-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02728', 34, '03-AUG-2022', '05-AUG-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02729', 35, '03-AUG-2022', '05-AUG-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02730', 36, '04-AUG-2022', '06-AUG-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02731', 37, '04-AUG-2022', '06-AUG-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02732', 38, '04-AUG-2022', '06-AUG-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02733', 39, '05-AUG-2022', '07-AUG-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02734', 40, '05-AUG-2022', '07-AUG-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02735', 41, '05-AUG-2022', '07-AUG-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02736', 42, '06-AUG-2022', '08-AUG-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02736', 108, '06-AUG-2022', '08-AUG-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02736', 101, '06-AUG-2022', '08-AUG-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02737', 43, '06-AUG-2022', '08-AUG-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02738', 44, '06-AUG-2022', '08-AUG-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02739', 45, '07-AUG-2022', '09-AUG-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02740', 46, '07-AUG-2022', '09-AUG-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02741', 47, '07-AUG-2022', '09-AUG-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02742', 48, '08-AUG-2022', '10-AUG-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02743', 49, '08-AUG-2022', '10-AUG-2022' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02744', 50, '08-AUG-2022', '10-AUG-2022' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02745', 51, '09-AUG-2022', '11-AUG-2022' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02746', 52, '09-AUG-2022', '11-AUG-2022' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02747', 53, '09-AUG-2022', '11-AUG-2022' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02748', 54, '10-AUG-2022', '12-AUG-2022' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02749', 55, '10-AUG-2022', '12-AUG-2022' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02750', 56, '10-AUG-2022', '12-AUG-2022' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02751', 57, '11-AUG-2022', '13-AUG-2022' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02752', 58, '11-AUG-2022', '13-AUG-2022' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02753', 59, '11-AUG-2022', '13-AUG-2022' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02754', 60, '12-AUG-2022', '14-AUG-2022' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02755', 61, '12-AUG-2022', '14-AUG-2022' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02756', 62, '12-AUG-2022', '14-AUG-2022' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02757', 63, '13-AUG-2022', '15-AUG-2022' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02758', 64, '13-AUG-2022', '15-AUG-2022' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02759', 65, '13-AUG-2022', '15-AUG-2022' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02760', 66, '14-AUG-2022', '16-AUG-2022' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02761', 67, '14-AUG-2022', '16-AUG-2022' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02762', 68, '14-AUG-2022', '16-AUG-2022' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02763', 69, '15-AUG-2022', '17-AUG-2022' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02764', 70, '15-AUG-2022', '17-AUG-2022' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02765', 71, '15-AUG-2022', '17-AUG-2022' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02766', 72, '16-AUG-2022', '18-AUG-2022' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02767', 73, '16-AUG-2022', '18-AUG-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02768', 74, '16-AUG-2022', '18-AUG-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02769', 75, '17-AUG-2022', '19-AUG-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02770', 76, '17-AUG-2022', '19-AUG-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02771', 77, '17-AUG-2022', '19-AUG-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02772', 78, '18-AUG-2022', '20-AUG-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02773', 79, '18-AUG-2022', '20-AUG-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02774', 80, '18-AUG-2022', '20-AUG-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02775', 81, '19-AUG-2022', '21-AUG-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02776', 82, '19-AUG-2022', '21-AUG-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02777', 83, '19-AUG-2022', '21-AUG-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02778', 84, '20-AUG-2022', '22-AUG-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02779', 85, '20-AUG-2022', '22-AUG-2022' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02780', 86, '20-AUG-2022', '22-AUG-2022' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02781', 87, '21-AUG-2022', '23-AUG-2022' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02782', 88, '21-AUG-2022', '23-AUG-2022' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02783', 89, '21-AUG-2022', '23-AUG-2022' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02784', 90, '22-AUG-2022', '24-AUG-2022' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02785', 91, '22-AUG-2022', '24-AUG-2022' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02786', 92, '22-AUG-2022', '24-AUG-2022' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02787', 93, '23-AUG-2022', '25-AUG-2022' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02788', 94, '23-AUG-2022', '25-AUG-2022' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02789', 95, '24-AUG-2022', '26-AUG-2022' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02790', 96, '24-AUG-2022', '26-AUG-2022' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02791', 97, '25-AUG-2022', '27-AUG-2022' , 5);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02792', 98, '25-AUG-2022', '27-AUG-2022' , 5);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02793', 99, '26-AUG-2022', '28-AUG-2022' , 5);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02794', 100, '26-AUG-2022', '28-AUG-2022' , 5);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02795', 1, '27-AUG-2022', '29-AUG-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02796', 2, '27-AUG-2022', '29-AUG-2022' , 2);



--SEP
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02797', 3, '01-SEP-2022', '03-SEP-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02797', 101, '01-SEP-2022', '03-SEP-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02797', 102, '01-SEP-2022', '03-SEP-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02798', 4, '01-SEP-2022', '03-SEP-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02799', 5, '01-SEP-2022', '03-SEP-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02800', 6, '02-SEP-2022', '04-SEP-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02801', 7, '02-SEP-2022', '04-SEP-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02802', 8, '02-SEP-2022', '04-SEP-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02803', 9, '02-SEP-2022', '04-SEP-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02804', 10, '03-SEP-2022', '05-SEP-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02805', 11, '03-SEP-2022', '05-SEP-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02806', 12, '03-SEP-2022', '05-SEP-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02807', 13, '04-SEP-2022', '06-SEP-2022' , 4);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02808', 14, '04-SEP-2022', '06-SEP-2022' , 4);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02809', 15, '04-SEP-2022', '06-SEP-2022' , 4);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02810', 16, '05-SEP-2022', '07-SEP-2022' , 4);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02811', 17, '05-SEP-2022', '07-SEP-2022' , 4);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02812', 18, '05-SEP-2022', '07-SEP-2022' , 4);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02813', 19, '06-SEP-2022', '08-SEP-2022' , 4);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02814', 20, '06-SEP-2022', '08-SEP-2022' , 4);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02815', 21, '06-SEP-2022', '08-SEP-2022' , 4);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02816', 22, '07-SEP-2022', '09-SEP-2022' , 4);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02817', 23, '07-SEP-2022', '09-SEP-2022' , 4);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02818', 24, '07-SEP-2022', '09-SEP-2022' , 4);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02819', 25, '08-SEP-2022', '10-SEP-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02820', 26, '08-SEP-2022', '10-SEP-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02821', 27, '08-SEP-2022', '10-SEP-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02822', 28, '09-SEP-2022', '11-SEP-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02823', 29, '09-SEP-2022', '11-SEP-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02824', 30, '09-SEP-2022', '11-SEP-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02825', 31, '10-SEP-2022', '12-SEP-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02826', 32, '10-SEP-2022', '12-SEP-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02827', 33, '10-SEP-2022', '12-SEP-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02828', 34, '11-SEP-2022', '13-SEP-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02829', 35, '11-SEP-2022', '13-SEP-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02830', 36, '11-SEP-2022', '13-SEP-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02831', 37, '12-SEP-2022', '14-SEP-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02832', 38, '12-SEP-2022', '14-SEP-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02833', 39, '12-SEP-2022', '14-SEP-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02834', 40, '13-SEP-2022', '15-SEP-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02835', 41, '13-SEP-2022', '15-SEP-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02836', 42, '13-SEP-2022', '15-SEP-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02837', 43, '14-SEP-2022', '16-SEP-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02838', 44, '14-SEP-2022', '16-SEP-2022' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R02839', 45, '14-SEP-2022', '16-SEP-2022' , 2);
