--PAYEMENT 2020

--JAN
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R00001' , 'S001' , 'VSCC', '03-JAN-2020', 369.82);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02788' , 'S005' , 'VSCC', '25-AUG-2022', 936.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02789' , 'S006' , 'DBCD', '26-AUG-2022', 948.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02790' , 'S006' , 'CASH', '26-AUG-2022', 984.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02791' , 'S006' , 'CASH', '27-AUG-2022', 1137.60);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02792' , 'S002' , 'CHEQ', '27-AUG-2022', 1180.80);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02793' , 'S001' , 'VSCC', '28-AUG-2022', 1196.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02794' , 'S002' , 'CASH', '28-AUG-2022', 1123.20);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02795' , 'S002' , 'CASH', '29-AUG-2022', 353.42);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02796', 'S001' , 'AECC', '29-AUG-2022', 470.84);

--SEP
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02797' , 'S006' , 'CASH', '03-SEP-2022', 2686.32);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02798' , 'S005' , 'CASH', '03-SEP-2022', 390.93);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02799' , 'S005' , 'CASH', '03-SEP-2022', 535.92);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02800' , 'S004' , 'CASH', '04-SEP-2022', 308.88);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02801' , 'S004' , 'AECC', '04-SEP-2022', 324.72);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02802' , 'S003' , 'ONBK', '04-SEP-2022', 324.72);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02803' , 'S003' , 'MSCC', '04-SEP-2022', 312.84);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02804' , 'S003' , 'AECC', '05-SEP-2022', 316.80);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02805' , 'S002' , 'TNGO', '05-SEP-2022', 324.72);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02806' , 'S002' , 'GBAB', '05-SEP-2022', 521.52);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02807' , 'S002' , 'MSCC', '06-SEP-2022', 380.80);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02808' , 'S002' , 'VSCC', '06-SEP-2022', 423.12);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02809' , 'S005' , 'DBCD', '06-SEP-2022', 390.32);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02810' , 'S005' , 'CASH', '07-SEP-2022', 371.28);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02811' , 'S003' , 'CASH', '07-SEP-2022', 380.80);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02812' , 'S003' , 'CHEQ', '07-SEP-2022', 718.32);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02813' , 'S003' , 'VSCC', '08-SEP-2022', 371.28);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02814' , 'S001' , 'CASH', '08-SEP-2022', 380.80);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02815' , 'S001' , 'CASH', '08-SEP-2022', 390.32);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02816' , 'S001' , 'CASH', '09-SEP-2022', 390.32);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02817' , 'S001' , 'AECC', '09-SEP-2022', 376.04);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02818' , 'S003' , 'ONBK', '09-SEP-2022', 390.32);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02819' , 'S003' , 'MSCC', '10-SEP-2022', 395.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02820' , 'S003' , 'AECC', '10-SEP-2022', 400.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02821' , 'S004' , 'TNGO', '10-SEP-2022', 410.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02822' , 'S004' , 'GBAB', '11-SEP-2022', 390.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02823' , 'S004' , 'MSCC', '11-SEP-2022', 400.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02824' , 'S005' , 'VSCC', '11-SEP-2022', 410.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02825' , 'S005' , 'DBCD', '12-SEP-2022', 546.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02826' , 'S005' , 'CASH', '12-SEP-2022', 395.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02827' , 'S003' , 'CASH', '12-SEP-2022', 410.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02828' , 'S003' , 'CHEQ', '13-SEP-2022', 442.80);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02829' , 'S003' , 'VSCC', '13-SEP-2022', 395.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02830' , 'S005' , 'CASH', '13-SEP-2022', 410.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02831' , 'S002' , 'CASH', '14-SEP-2022', 538.20);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02832' , 'S002' , 'CASH', '14-SEP-2022', 552.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02833' , 'S002' , 'CHEQ', '14-SEP-2022', 623.70);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02834' , 'S002' , 'VSCC', '15-SEP-2022', 729.80);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02835' , 'S006' , 'CASH', '15-SEP-2022', 531.30);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02836' , 'S005' , 'CASH', '15-SEP-2022', 565.80);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02837' , 'S006' , 'CASH', '16-SEP-2022', 558.90);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02838' , 'S006' , 'AECC', '16-SEP-2022', 581.10);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02839' , 'S003' , 'ONBK', '16-SEP-2022', 585.20);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02840' , 'S003' , 'MSCC', '17-SEP-2022', 552.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02841' , 'S006' , 'AECC', '17-SEP-2022', 565.80);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02842' , 'S004' , 'TNGO', '17-SEP-2022', 545.10);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02843' , 'S004' , 'GBAB', '18-SEP-2022', 1456.32);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02844' , 'S006' , 'MSCC', '18-SEP-2022', 1456.32);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02845' , 'S001' , 'VSCC', '18-SEP-2022', 1385.28);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02846' , 'S001' , 'DBCD', '19-SEP-2022', 1420.80);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02847' , 'S005' , 'CASH', '19-SEP-2022', 1456.32);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02848' , 'S003' , 'CASH', '19-SEP-2022', 1825.32);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02849' , 'S001' , 'CHEQ', '20-SEP-2022', 1385.28);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02850' , 'S002' , 'VSCC', '20-SEP-2022', 1420.80);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02851' , 'S002' , 'CASH', '20-SEP-2022', 1489.12);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02852' , 'S005' , 'CASH', '21-SEP-2022', 1456.32);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02853' , 'S002' , 'CASH', '21-SEP-2022', 1474.08);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02854' , 'S002' , 'AECC', '21-SEP-2022', 1751.52);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02855' , 'S003' , 'ONBK', '22-SEP-2022', 624.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02856' , 'S002' , 'MSCC', '22-SEP-2022', 632.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02857' , 'S002' , 'AECC', '22-SEP-2022', 640.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02858' , 'S004' , 'TNGO', '23-SEP-2022', 680.60);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02859' , 'S002' , 'GBAB', '23-SEP-2022', 656.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02860' , 'S004' , 'MSCC', '23-SEP-2022', 632.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02861' , 'S001' , 'VSCC', '24-SEP-2022',640.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02862' , 'S001' , 'DBCD', '24-SEP-2022', 880.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02863' , 'S005' , 'CASH', '24-SEP-2022', 632.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02864' , 'S001' , 'CASH', '25-SEP-2022', 656.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02865' , 'S003' , 'CHEQ', '25-SEP-2022', 624.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02866' , 'S003' , 'VSCC', '26-SEP-2022', 878.48);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02867' , 'S002' , 'CASH', '26-SEP-2022', 605.16);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02868' , 'S005' , 'CASH', '27-SEP-2022', 583.02);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02869' , 'S004' , 'DBCD', '27-SEP-2022', 605.16);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02870' , 'S004' , 'CASH', '28-SEP-2022', 590.40);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02871' , 'S003' , 'CASH', '28-SEP-2022', 575.64);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02872' , 'S003' , 'CHEQ', '29-SEP-2022', 797.86);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02873' , 'S003' , 'VSCC', '29-SEP-2022', 2858.22);

--OCT
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02874' , 'S001' , 'CASH', '04-OCT-2022', 3130.77);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02875' , 'S002' , 'AECC', '05-OCT-2022', 590.40);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02876' , 'S002' , 'ONBK', '05-OCT-2022', 605.16);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02877' , 'S006' , 'MSCC', '05-OCT-2022', 605.16);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02878' , 'S005' , 'AECC', '06-OCT-2022', 590.40);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02879' , 'S003' , 'TNGO', '06-OCT-2022', 984.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02880' , 'S004' , 'GBAB', '06-OCT-2022', 1016.80);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02881' , 'S004' , 'MSCC', '07-OCT-2022', 936.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02882' , 'S003' , 'VSCC', '07-OCT-2022', 960.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02883' , 'S005' , 'DBCD', '07-OCT-2022', 984.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02884' , 'S004' , 'CASH', '08-OCT-2022', 936.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02885' , 'S003' , 'CASH', '08-OCT-2022', 960.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02886' , 'S002' , 'CHEQ', '08-OCT-2022', 1279.20);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02887' , 'S002' , 'VSCC', '09-OCT-2022', 984.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02888' , 'S002' , 'CASH', '09-OCT-2022', 948.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02889' , 'S005' , 'CASH', '09-OCT-2022', 984.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02890' , 'S001' , 'CASH', '10-OCT-2022', 948.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02891' , 'S005' , 'CASH', '10-OCT-2022', 1152.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02892' , 'S001' , 'CASH', '10-OCT-2022', 1180.80);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02893' , 'S004' , 'AECC', '11-OCT-2022', 1123.20);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02894' , 'S003' , 'ONBK', '11-OCT-2022', 1152.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02895' , 'S003' , 'MSCC', '11-OCT-2022', 488.72);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02896' , 'S004' , 'AECC', '12-OCT-2022', 308.88);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02897' , 'S001' , 'TNGO', '12-OCT-2022', 312.84);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02898' , 'S002' , 'GBAB', '12-OCT-2022', 344.40);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02899' , 'S004' , 'MSCC', '13-OCT-2022', 324.72);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02900' , 'S005' , 'VSCC', '13-OCT-2022', 312.84);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02901' , 'S006' , 'DBCD', '13-OCT-2022', 324.72);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02902' , 'S005' , 'CASH', '14-OCT-2022', 308.88);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02903' , 'S002' , 'CASH', '14-OCT-2022', 380.80);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02904' , 'S003' , 'CHEQ', '14-OCT-2022', 320.76);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02905' , 'S003' , 'VSCC', '15-OCT-2022', 324.72);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02906' , 'S003' , 'CASH', '15-OCT-2022', 304.92);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02907' , 'S004' , 'CASH', '15-OCT-2022', 718.32);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02908' , 'S005' , 'CASH', '16-OCT-2022', 385.56);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02909' , 'S005' , 'CASH', '16-OCT-2022', 371.28);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02910' , 'S005' , 'CASH', '16-OCT-2022', 366.52);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02911' , 'S004' , 'AECC', '17-OCT-2022', 416.80);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02912' , 'S001' , 'ONBK', '17-OCT-2022', 390.32);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02913' , 'S003' , 'MSCC', '17-OCT-2022', 376.04);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02914' , 'S003' , 'AECC', '18-OCT-2022', 390.32);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02915' , 'S004' , 'TNGO', '18-OCT-2022', 742.92);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02916' , 'S006' , 'GBAB', '18-OCT-2022', 371.28);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02917' , 'S006' , 'MSCC', '19-OCT-2022', 380.80);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02918' , 'S005' , 'VSCC', '19-OCT-2022', 390.32);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02919' , 'S002' , 'DBCD', '19-OCT-2022', 410.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02920' , 'S002' , 'CASH', '20-OCT-2022', 390.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02921' , 'S002' , 'CASH', '20-OCT-2022', 460.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02922' , 'S003' , 'CHEQ', '20-OCT-2022', 656.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02923' , 'S003' , 'VSCC', '21-OCT-2022', 410.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02924' , 'S005' , 'CASH', '21-OCT-2022', 415.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02925' , 'S001' , 'CASH', '21-OCT-2022', 410.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02926' , 'S005' , 'CASH', '22-OCT-2022', 390.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02927' , 'S003' , 'CASH', '22-OCT-2022', 395.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02928' , 'S004' , 'CASH', '22-OCT-2022', 400.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02929' , 'S002' , 'AECC', '23-OCT-2022', 410.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02930' , 'S003' , 'ONBK', '23-OCT-2022', 410.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02931' , 'S002' , 'MSCC', '23-OCT-2022', 3167.90);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02932' , 'S004' , 'GBAB', '24-OCT-2022', 552.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02933' , 'S005' , 'MSCC', '24-OCT-2022', 552.00);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02934' , 'S005' , 'VSCC', '24-OCT-2022', 545.10);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02935' , 'S006' , 'DBCD', '25-OCT-2022', 565.80);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02936' , 'S005' , 'CASH', '25-OCT-2022', 538.20);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02937' , 'S006' , 'CASH', '26-OCT-2022', 545.10);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02938' , 'S003' , 'CHEQ', '26-OCT-2022', 729.80);
insert into Payment values (CONCAT('PR',TO_CHAR(SEQ_PAYREF_NO.NEXTVAL, 'fm000000')), 'R02939' , 'S001' , 'VSCC', '27-OCT-2022', 545.10);
